ID	Genus	Species	Chilling	Photoperiod	Target Temperature	Measured Temperature	Individual	ID1	ID2	DOY of Budburst	DAY to Budburst	GDH	Location	Chilling	Stage 2 accomplished	Stage 4 accomplished	Budburst success	GDD
Tilia_no_8_5°C_5	Tilia	Tilia cordata	low	8	5°C	5.61	5	Tiliacordata5	Tilia cordata_5_low_8	126	136	18298	Zürich	27	1	1	0.63	762
Quercus_no_8_5°C_6	Quercus	Quercus robur	low	8	5°C	5.61	6	Quercusrobur6	Quercus robur_6_low_8	126	136	18298	Zürich	27	1	0	0.18	762
Quercus_no_8_5°C_7	Quercus	Quercus robur	low	8	5°C	5.61	7	Quercusrobur7	Quercus robur_7_low_8	126	136	18298	Zürich	27	1	0	0.02	762
Fagus_no_8_5°C_2	Fagus	Fagus sylvatica	low	8	5°C	5.61	2	Fagussylvatica2	Fagus sylvatica_2_low_8	126	136	18298	Zürich	27	1	1	1	762
Fagus_no_8_5°C_6	Fagus	Fagus sylvatica	low	8	5°C	5.61	6	Fagussylvatica6	Fagus sylvatica_6_low_8	126	136	18298	Zürich	27	1	1	0.8	762
Fagus_no_8_5°C_7	Fagus	Fagus sylvatica	low	8	5°C	5.61	7	Fagussylvatica7	Fagus sylvatica_7_low_8	126	136	18298	Zürich	27	1	1	0.8	762
Betula_no_8_10°C_3	Betula	Betula pendula	low	8	10°C	9.74	3	Betulapendula3	Betula pendula_3_low_8	68	78	18226	Zürich	27	1	1	0.41	759
Acer_yes_8_10°C_3	Acer	Acer pseudoplatanus	high	8	10°C	9.8	3	Acerpseudoplatanus3	Acer pseudoplatanus_3_high_8	116	70	18084	Zürich	83	1	1	0.5	754
Fagus_yes_8_10°C_2	Fagus	Fagus sylvatica	high	8	10°C	9.8	2	Fagussylvatica2	Fagus sylvatica_2_high_8	116	70	18084	Zürich	83	1	1	0.15	754
Fagus_yes_8_10°C_4	Fagus	Fagus sylvatica	high	8	10°C	9.8	4	Fagussylvatica4	Fagus sylvatica_4_high_8	116	70	18084	Zürich	83	1	1	1	754
Fagus_yes_16_15°C_1	Fagus	Fagus sylvatica	high	16	15°C	15.24	1	Fagussylvatica1	Fagus sylvatica_1_high_16	91	45	18070	Zürich	83	1	1	0.8	753
Acer_no_16_5°C_7	Acer	Acer pseudoplatanus	low	16	5°C	4.27	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_low_16	165	175	17932	Zürich	27	1	0	0.25	747
Acer_no_16_5°C_8	Acer	Acer pseudoplatanus	low	16	5°C	4.27	8	Acerpseudoplatanus8	Acer pseudoplatanus_8_low_16	165	175	17932	Zürich	27	1	1	0.22	747
Betula_no_16_15°C_8	Betula	Betula pendula	low	16	15°C	15.12	8	Betulapendula8	Betula pendula_8_low_16	39	49	17786	Zürich	27	1	1	0.5	741
Carpinus_no_16_15°C_7	Carpinus	Carpinus betulus	low	16	15°C	15.12	7	Carpinusbetulus7	Carpinus betulus_7_low_16	39	49	17786	Zürich	27	1	0	0.44	741
Acer_yes_8_5°C_2	Acer	Acer pseudoplatanus	high	8	5°C	5.6	2	Acerpseudoplatanus2	Acer pseudoplatanus_2_high_8	165	119	17604	Zürich	83	1	0	0.64	734
Acer_yes_8_5°C_5	Acer	Acer pseudoplatanus	high	8	5°C	5.6	5	Acerpseudoplatanus5	Acer pseudoplatanus_5_high_8	165	119	17604	Zürich	83	1	1	0.15	734
Tilia_yes_8_5°C_4	Tilia	Tilia cordata	high	8	5°C	5.6	4	Tiliacordata4	Tilia cordata_4_high_8	165	119	17604	Zürich	83	1	1	0.3	734
Tilia_yes_8_15°C_7	Tilia	Tilia cordata	high	8	15°C	14.74	7	Tiliacordata7	Tilia cordata_7_high_8	91	45	17534	Zürich	83	1	1	0.11	731
Tilia_yes_8_15°C_8	Tilia	Tilia cordata	high	8	15°C	14.74	8	Tiliacordata8	Tilia cordata_8_high_8	91	45	17534	Zürich	83	1	1	0.22	731
Acer_yes_16_10°C_3	Acer	Acer pseudoplatanus	high	16	10°C	9.95	3	Acerpseudoplatanus3	Acer pseudoplatanus_3_high_16	112	66	17367	Zürich	83	1	1	0.36	724
Fagus_yes_16_10°C_1	Fagus	Fagus sylvatica	high	16	10°C	9.95	1	Fagussylvatica1	Fagus sylvatica_1_high_16	112	66	17367	Zürich	83	1	1	1	724
Betula_no_8_10°C_2	Betula	Betula pendula	low	8	10°C	9.75	2	Betulapendula2	Betula pendula_2_low_8	64	74	17309	Zürich	27	1	0	0.53	721
Tilia_no_8_10°C_5	Tilia	Tilia cordata	low	8	10°C	9.75	5	Tiliacordata5	Tilia cordata_5_low_8	64	74	17309	Zürich	27	1	1	0.18	721
Carpinus_no_8_15°C_1	Carpinus	Carpinus betulus	low	8	15°C	14.63	1	Carpinusbetulus1	Carpinus betulus_1_low_8	39	49	17200	Zürich	27	1	0	0.75	717
Carpinus_no_8_15°C_6	Carpinus	Carpinus betulus	low	8	15°C	14.63	6	Carpinusbetulus6	Carpinus betulus_6_low_8	39	49	17200	Zürich	27	1	0	0.35	717
Tilia_no_8_15°C_5	Tilia	Tilia cordata	low	8	15°C	14.63	5	Tiliacordata5	Tilia cordata_5_low_8	39	49	17200	Zürich	27	1	1	0.19	717
Quercus_no_8_15°C_4	Quercus	Quercus robur	low	8	15°C	14.63	4	Quercusrobur4	Quercus robur_4_low_8	39	49	17200	Zürich	27	1	0	0.24	717
Quercus_no_8_15°C_5	Quercus	Quercus robur	low	8	15°C	14.63	5	Quercusrobur5	Quercus robur_5_low_8	39	49	17200	Zürich	27	1	0	0.11	717
Quercus_no_8_15°C_8	Quercus	Quercus robur	low	8	15°C	14.63	8	Quercusrobur8	Quercus robur_8_low_8	39	49	17200	Zürich	27	1	0	0.38	717
Quercus_yes_8_10°C_1	Quercus	Quercus robur	high	8	10°C	9.83	1	Quercusrobur1	Quercus robur_1_high_8	112	66	17177	Zürich	83	1	1	0.14	716
Fagus_yes_8_10°C_3	Fagus	Fagus sylvatica	high	8	10°C	9.83	3	Fagussylvatica3	Fagus sylvatica_3_high_8	112	66	17177	Zürich	83	1	1	1	716
Fagus_yes_8_10°C_8	Fagus	Fagus sylvatica	high	8	10°C	9.83	8	Fagussylvatica8	Fagus sylvatica_8_high_8	112	66	17177	Zürich	83	1	1	1	716
Acer_yes_16_5°C_222	Acer	Acer truncatum	high	16	5°C	5.91	222	Acertruncatum222	Acer truncatum_222_high_16	158	102	17158	Beijing	109	1	0	#N/A	715
Acer_yes_16_5°C_224-2	Acer	Acer truncatum	high	16	5°C	5.91	224-2	Acertruncatum224-2	Acer truncatum_224-2_high_16	158	102	17158	Beijing	109	1	0	#N/A	715
Fagus_yes_16_20°C_2	Fagus	Fagus sylvatica	high	16	20°C	20.81	2	Fagussylvatica2	Fagus sylvatica_2_high_16	68	22	12602	Zürich	83	1	1	0.38	525
Fagus_yes_16_20°C_4	Fagus	Fagus sylvatica	high	16	20°C	20.81	4	Fagussylvatica4	Fagus sylvatica_4_high_16	68	22	12602	Zürich	83	1	1	0.5	525
Betula_no_8_5°C_8	Betula	Betula pendula	low	8	5°C	5.61	8	Betulapendula8	Betula pendula_8_low_8	116	126	16968	Zürich	27	1	0	0.35	707
Fagus_yes_16_20°C_5	Fagus	Fagus sylvatica	high	16	20°C	20.81	5	Fagussylvatica5	Fagus sylvatica_5_high_16	68	22	12602	Zürich	83	1	0	0.69	525
Fagus_yes_16_20°C_8	Fagus	Fagus sylvatica	high	16	20°C	20.81	8	Fagussylvatica8	Fagus sylvatica_8_high_16	68	22	12602	Zürich	83	1	1	0.45	525
Acer_yes_8_20°C_7	Acer	Acer pseudoplatanus	high	8	20°C	20.55	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_high_8	68	22	12465	Zürich	83	1	0	0.45	519
Acer_yes_16_5°C_223	Acer	Acer truncatum	high	16	5°C	5.96	223	Acertruncatum223	Acer truncatum_223_high_16	155	99	16838	Beijing	109	1	0	#N/A	702
Acer_no_8_15°C_220	Acer	Acer truncatum	low	8	15°C	15.12	220	Acertruncatum220	Acer truncatum_220_low_8	46	46	16688	Beijing	53	1	0	#N/A	695
Acer_yes_8_20°C_8	Acer	Acer pseudoplatanus	high	8	20°C	20.55	8	Acerpseudoplatanus8	Acer pseudoplatanus_8_high_8	68	22	12465	Zürich	83	1	1	0.11	519
Tilia_yes_8_20°C_3	Tilia	Tilia cordata	high	8	20°C	20.55	3	Tiliacordata3	Tilia cordata_3_high_8	68	22	12465	Zürich	83	1	1	0.33	519
Acer_yes_8_5°C_3	Acer	Acer pseudoplatanus	high	8	5°C	5.6	3	Acerpseudoplatanus3	Acer pseudoplatanus_3_high_8	158	112	16665	Zürich	83	1	0	0.83	694
Tilia_yes_16_10°C_8	Tilia	Tilia cordata	high	16	10°C	9.95	8	Tiliacordata8	Tilia cordata_8_high_16	109	63	16656	Zürich	83	1	1	0.6	694
Tilia_yes_16_15°C_6	Tilia	Tilia cordata	high	16	15°C	15.28	6	Tiliacordata6	Tilia cordata_6_high_16	87	41	16652	Zürich	83	1	1	0.33	694
Tilia_yes_16_15°C_7	Tilia	Tilia cordata	high	16	15°C	15.28	7	Tiliacordata7	Tilia cordata_7_high_16	87	41	16652	Zürich	83	1	1	0.24	694
Betula_no_8_10°C_1	Betula	Betula pendula	low	8	10°C	9.77	1	Betulapendula1	Betula pendula_1_low_8	61	71	16641	Zürich	27	1	1	0.62	693
Betula_no_8_10°C_4	Betula	Betula pendula	low	8	10°C	9.77	4	Betulapendula4	Betula pendula_4_low_8	61	71	16641	Zürich	27	1	0	0.53	693
Carpinus_no_8_10°C_3	Carpinus	Carpinus betulus	low	8	10°C	9.77	3	Carpinusbetulus3	Carpinus betulus_3_low_8	61	71	16641	Zürich	27	1	1	0.46	693
Quercus_no_8_10°C_6	Quercus	Quercus robur	low	8	10°C	9.77	6	Quercusrobur6	Quercus robur_6_low_8	61	71	16641	Zürich	27	1	1	0.32	693
Acer_yes_8_10°C_7	Acer	Acer pseudoplatanus	high	8	10°C	9.84	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_high_8	109	63	16496	Zürich	83	1	1	0.5	687
Acer_yes_8_10°C_8	Acer	Acer pseudoplatanus	high	8	10°C	9.84	8	Acerpseudoplatanus8	Acer pseudoplatanus_8_high_8	109	63	16496	Zürich	83	1	0	0.43	687
Tilia_yes_8_10°C_3	Tilia	Tilia cordata	high	8	10°C	9.84	3	Tiliacordata3	Tilia cordata_3_high_8	109	63	16496	Zürich	83	1	1	0.33	687
Tilia_yes_8_10°C_4	Tilia	Tilia cordata	high	8	10°C	9.84	4	Tiliacordata4	Tilia cordata_4_high_8	109	63	16496	Zürich	83	1	1	0.1	687
Betula_no_8_5°C_6	Betula	Betula pendula	low	8	5°C	5.61	6	Betulapendula6	Betula pendula_6_low_8	112	122	16436	Zürich	27	1	0	0.82	685
Carpinus_no_16_15°C_6	Carpinus	Carpinus betulus	low	16	15°C	15.16	6	Carpinusbetulus6	Carpinus betulus_6_low_16	35	45	16371	Zürich	27	1	1	0.54	682
Carpinus_no_16_10°C_3	Carpinus	Carpinus betulus	low	16	10°C	10.12	3	Carpinusbetulus3	Carpinus betulus_3_low_16	57	67	16272	Zürich	27	1	0	0.75	678
Carpinus_no_16_10°C_4	Carpinus	Carpinus betulus	low	16	10°C	10.12	4	Carpinusbetulus4	Carpinus betulus_4_low_16	57	67	16272	Zürich	27	1	0	0.45	678
Carpinus_no_16_10°C_5	Carpinus	Carpinus betulus	low	16	10°C	10.12	5	Carpinusbetulus5	Carpinus betulus_5_low_16	57	67	16272	Zürich	27	1	0	0.5	678
Tilia_no_16_10°C_5	Tilia	Tilia cordata	low	16	10°C	10.12	5	Tiliacordata5	Tilia cordata_5_low_16	57	67	16272	Zürich	27	1	1	0.16	678
Acer_no_8_5°C_219	Acer	Acer truncatum	low	8	5°C	5.65	219	Acertruncatum219	Acer truncatum_219_low_8	119	119	16142	Beijing	53	1	0	#N/A	673
Acer_yes_8_15°C_7	Acer	Acer pseudoplatanus	high	8	15°C	14.78	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_high_8	87	41	16154	Zürich	83	1	1	0.33	673
Fagus_yes_8_15°C_5	Fagus	Fagus sylvatica	high	8	15°C	14.78	5	Fagussylvatica5	Fagus sylvatica_5_high_8	87	41	16154	Zürich	83	1	1	0.64	673
Betula_no_8_5°C_2	Betula	Betula pendula	low	8	5°C	5.62	2	Betulapendula2	Betula pendula_2_low_8	109	119	16040	Zürich	27	1	0	1	668
Betula_no_8_5°C_4	Betula	Betula pendula	low	8	5°C	5.62	4	Betulapendula4	Betula pendula_4_low_8	109	119	16040	Zürich	27	1	0	0.8	668
Acer_no_8_15°C_223	Acer	Acer truncatum	low	8	15°C	15.13	223	Acertruncatum223	Acer truncatum_223_low_8	44	44	15973	Beijing	53	1	1	#N/A	666
Acer_yes_16_5°C_219	Acer	Acer truncatum	high	16	5°C	6.13	219	Acertruncatum219	Acer truncatum_219_high_16	146	90	15936	Beijing	109	1	0	#N/A	664
Quercus_yes_8_5°C_3	Quercus	Quercus robur	high	8	5°C	5.61	3	Quercusrobur3	Quercus robur_3_high_8	152	106	15872	Zürich	83	1	0	0.08	661
Fagus_yes_8_5°C_1	Fagus	Fagus sylvatica	high	8	5°C	5.61	1	Fagussylvatica1	Fagus sylvatica_1_high_8	152	106	15872	Zürich	83	1	0	1	661
Carpinus_no_8_15°C_2	Carpinus	Carpinus betulus	low	8	15°C	14.65	2	Carpinusbetulus2	Carpinus betulus_2_low_8	35	45	15822	Zürich	27	1	0	0.3	659
Carpinus_no_8_15°C_4	Carpinus	Carpinus betulus	low	8	15°C	14.65	4	Carpinusbetulus4	Carpinus betulus_4_low_8	35	45	15822	Zürich	27	1	0	0.4	659
Tilia_yes_16_10°C_3	Tilia	Tilia cordata	high	16	10°C	9.96	3	Tiliacordata3	Tilia cordata_3_high_16	105	59	15717	Zürich	83	1	1	0.82	655
Quercus_yes_16_10°C_4	Quercus	Quercus robur	high	16	10°C	9.96	4	Quercusrobur4	Quercus robur_4_high_16	105	59	15717	Zürich	83	1	0	0.4	655
Acer_yes_16_15°C_7	Acer	Acer pseudoplatanus	high	16	15°C	15.32	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_high_16	84	38	15584	Zürich	83	1	0	0.5	649
Acer_yes_16_15°C_8	Acer	Acer pseudoplatanus	high	16	15°C	15.32	8	Acerpseudoplatanus8	Acer pseudoplatanus_8_high_16	84	38	15584	Zürich	83	1	1	0.38	649
Quercus_yes_16_15°C_4	Quercus	Quercus robur	high	16	15°C	15.32	4	Quercusrobur4	Quercus robur_4_high_16	84	38	15584	Zürich	83	1	0	0.22	649
Fagus_yes_8_10°C_5	Fagus	Fagus sylvatica	high	8	10°C	9.85	5	Fagussylvatica5	Fagus sylvatica_5_high_8	105	59	15564	Zürich	83	1	1	0.8	649
Fagus_yes_8_10°C_6	Fagus	Fagus sylvatica	high	8	10°C	9.85	6	Fagussylvatica6	Fagus sylvatica_6_high_8	105	59	15564	Zürich	83	1	1	0.79	649
Fagus_yes_8_10°C_7	Fagus	Fagus sylvatica	high	8	10°C	9.85	7	Fagussylvatica7	Fagus sylvatica_7_high_8	105	59	15564	Zürich	83	1	1	1	649
Acer_no_16_5°C_160	Acer	Acer truncatum	low	16	5°C	5.79	160	Acertruncatum160	Acer truncatum_160_low_16	112	112	15559	Beijing	53	1	0	#N/A	648
Acer_yes_16_5°C_224-1	Acer	Acer truncatum	high	16	5°C	6.17	224-1	Acertruncatum224-1	Acer truncatum_224-1_high_16	143	87	15561	Beijing	109	1	0	#N/A	648
Acer_no_8_5°C_220	Acer	Acer truncatum	low	8	5°C	5.62	220	Acertruncatum220	Acer truncatum_220_low_8	115	115	15507	Beijing	53	1	0	#N/A	646
Tilia_yes_8_20°C_4	Tilia	Tilia cordata	high	8	20°C	20.55	4	Tiliacordata4	Tilia cordata_4_high_8	68	22	12465	Zürich	83	1	0	0.33	519
Tilia_yes_8_20°C_8	Tilia	Tilia cordata	high	8	20°C	20.55	8	Tiliacordata8	Tilia cordata_8_high_8	68	22	12465	Zürich	83	1	0	0.24	519
Betula_no_16_10°C_1	Betula	Betula pendula	low	16	10°C	10.14	1	Betulapendula1	Betula pendula_1_low_16	53	63	15332	Zürich	27	1	1	0.71	639
Betula_no_16_10°C_2	Betula	Betula pendula	low	16	10°C	10.14	2	Betulapendula2	Betula pendula_2_low_16	53	63	15332	Zürich	27	1	1	0.97	639
Betula_no_16_10°C_3	Betula	Betula pendula	low	16	10°C	10.14	3	Betulapendula3	Betula pendula_3_low_16	53	63	15332	Zürich	27	1	1	0.96	639
Betula_no_16_10°C_4	Betula	Betula pendula	low	16	10°C	10.14	4	Betulapendula4	Betula pendula_4_low_16	53	63	15332	Zürich	27	1	1	0.83	639
Carpinus_no_16_10°C_1	Carpinus	Carpinus betulus	low	16	10°C	10.14	1	Carpinusbetulus1	Carpinus betulus_1_low_16	53	63	15332	Zürich	27	1	0	0.83	639
Carpinus_no_16_10°C_2	Carpinus	Carpinus betulus	low	16	10°C	10.14	2	Carpinusbetulus2	Carpinus betulus_2_low_16	53	63	15332	Zürich	27	1	0	0.64	639
Carpinus_no_16_10°C_6	Carpinus	Carpinus betulus	low	16	10°C	10.14	6	Carpinusbetulus6	Carpinus betulus_6_low_16	53	63	15332	Zürich	27	1	0	0.75	639
Quercus_no_16_15°C_1	Quercus	Quercus robur	low	16	15°C	15.18	1	Quercusrobur1	Quercus robur_1_low_16	32	42	15304	Zürich	27	1	0	0.08	638
Quercus_no_16_15°C_2	Quercus	Quercus robur	low	16	15°C	15.18	2	Quercusrobur2	Quercus robur_2_low_16	32	42	15304	Zürich	27	1	1	0.2	638
Quercus_no_16_15°C_5	Quercus	Quercus robur	low	16	15°C	15.18	5	Quercusrobur5	Quercus robur_5_low_16	32	42	15304	Zürich	27	1	1	0.26	638
Quercus_no_16_15°C_8	Quercus	Quercus robur	low	16	15°C	15.18	8	Quercusrobur8	Quercus robur_8_low_16	32	42	15304	Zürich	27	1	0	0.38	638
Acer_no_16_5°C_223	Acer	Acer truncatum	low	16	5°C	5.78	223	Acertruncatum223	Acer truncatum_223_low_16	110	110	15267	Beijing	53	1	0	#N/A	636
Quercus_yes_8_20°C_4	Quercus	Quercus robur	high	8	20°C	20.55	4	Quercusrobur4	Quercus robur_4_high_8	68	22	12465	Zürich	83	1	1	0.08	519
Fagus_yes_8_20°C_6	Fagus	Fagus sylvatica	high	8	20°C	20.55	6	Fagussylvatica6	Fagus sylvatica_6_high_8	68	22	12465	Zürich	83	1	0	0.36	519
Acer_yes_16_20°C_224-1	Acer	Acer truncatum	high	16	20°C	20.53	224-1	Acertruncatum224-1	Acer truncatum_224-1_high_16	68	12	8600	Beijing	109	1	1	#N/A	358
Acer_yes_16_20°C_223	Acer	Acer truncatum	high	16	20°C	20.53	223	Acertruncatum223	Acer truncatum_223_high_16	68	12	8600	Beijing	109	1	0	#N/A	358
Carpinus_yes_16_20°C_75	Carpinus	Carpinus turczaninowii	high	16	20°C	20.48	75	Carpinusturczaninowii75	Carpinus turczaninowii_75_high_16	66	10	7602	Beijing	109	1	1	#N/A	317
Quercus_yes_8_5°C_5	Quercus	Quercus robur	high	8	5°C	5.62	5	Quercusrobur5	Quercus robur_5_high_8	147	101	15226	Zürich	83	1	0	0.14	634
Quercus_yes_8_5°C_7	Quercus	Quercus robur	high	8	5°C	5.62	7	Quercusrobur7	Quercus robur_7_high_8	147	101	15226	Zürich	83	1	0	0.13	634
Acer_yes_16_20°C_222	Acer	Acer truncatum	high	16	20°C	20.48	222	Acertruncatum222	Acer truncatum_222_high_16	66	10	7602	Beijing	109	1	1	#N/A	317
Acer_yes_16_10°C_8	Acer	Acer pseudoplatanus	high	16	10°C	9.97	8	Acerpseudoplatanus8	Acer pseudoplatanus_8_high_16	102	56	15015	Zürich	83	1	1	0.4	626
Carpinus_yes_8_20°C_176	Carpinus	Carpinus turczaninowii	high	8	20°C	20.34	176	Carpinusturczaninowii176	Carpinus turczaninowii_176_high_8	66	10	7570	Beijing	109	1	0	#N/A	315
Carpinus_yes_8_20°C_75	Carpinus	Carpinus turczaninowii	high	8	20°C	20.34	75	Carpinusturczaninowii75	Carpinus turczaninowii_75_high_8	66	10	7570	Beijing	109	1	1	#N/A	315
Quercus_yes_16_10°C_2	Quercus	Quercus robur	high	16	10°C	9.97	2	Quercusrobur2	Quercus robur_2_high_16	102	56	15015	Zürich	83	1	1	0.19	626
Fagus_yes_16_10°C_3	Fagus	Fagus sylvatica	high	16	10°C	9.97	3	Fagussylvatica3	Fagus sylvatica_3_high_16	102	56	15015	Zürich	83	1	1	0.8	626
Acer_no_8_10°C_160	Acer	Acer truncatum	low	8	10°C	9.88	160	Acertruncatum160	Acer truncatum_160_low_8	63	63	14931	Beijing	53	1	0	#N/A	622
Acer_no_8_10°C_223	Acer	Acer truncatum	low	8	10°C	9.88	223	Acertruncatum223	Acer truncatum_223_low_8	63	63	14931	Beijing	53	1	0	#N/A	622
Quercus_yes_8_10°C_3	Quercus	Quercus robur	high	8	10°C	9.85	3	Quercusrobur3	Quercus robur_3_high_8	102	56	14857	Zürich	83	1	1	0.5	619
Quercus_yes_8_10°C_5	Quercus	Quercus robur	high	8	10°C	9.85	5	Quercusrobur5	Quercus robur_5_high_8	102	56	14857	Zürich	83	1	1	0.44	619
Carpinus_no_8_10°C_2	Carpinus	Carpinus betulus	low	8	10°C	9.81	2	Carpinusbetulus2	Carpinus betulus_2_low_8	53	63	14836	Zürich	27	1	1	0.53	618
Carpinus_no_8_10°C_4	Carpinus	Carpinus betulus	low	8	10°C	9.81	4	Carpinusbetulus4	Carpinus betulus_4_low_8	53	63	14836	Zürich	27	1	0	0.73	618
Carpinus_no_8_10°C_5	Carpinus	Carpinus betulus	low	8	10°C	9.81	5	Carpinusbetulus5	Carpinus betulus_5_low_8	53	63	14836	Zürich	27	1	0	0.27	618
Acer_no_16_15°C_222	Acer	Acer truncatum	low	16	15°C	15.05	222	Acertruncatum222	Acer truncatum_222_low_16	41	41	14814	Beijing	53	1	0	#N/A	617
Acer_no_8_5°C_160	Acer	Acer truncatum	low	8	5°C	5.6	160	Acertruncatum160	Acer truncatum_160_low_8	110	110	14778	Beijing	53	1	0	#N/A	616
Acer_no_16_5°C_224-1	Acer	Acer truncatum	low	16	5°C	5.78	224-1	Acertruncatum224-1	Acer truncatum_224-1_low_16	106	106	14704	Beijing	53	1	0	#N/A	613
Betula_no_8_5°C_1	Betula	Betula pendula	low	8	5°C	5.63	1	Betulapendula1	Betula pendula_1_low_8	99	109	14719	Zürich	27	1	0	0.81	613
Betula_no_8_5°C_3	Betula	Betula pendula	low	8	5°C	5.63	3	Betulapendula3	Betula pendula_3_low_8	99	109	14719	Zürich	27	1	0	0.85	613
Betula_no_8_5°C_5	Betula	Betula pendula	low	8	5°C	5.63	5	Betulapendula5	Betula pendula_5_low_8	99	109	14719	Zürich	27	1	0	0.67	613
Carpinus_no_8_5°C_7	Carpinus	Carpinus betulus	low	8	5°C	5.63	7	Carpinusbetulus7	Carpinus betulus_7_low_8	99	109	14719	Zürich	27	1	0	0.84	613
Quercus_no_16_10°C_6	Quercus	Quercus robur	low	16	10°C	10.16	6	Quercusrobur6	Quercus robur_6_low_16	50	60	14627	Zürich	27	1	0	0.4	609
Tilia_yes_16_15°C_4	Tilia	Tilia cordata	high	16	15°C	15.38	4	Tiliacordata4	Tilia cordata_4_high_16	81	35	14534	Zürich	83	1	1	0.5	606
Fagus_yes_16_15°C_2	Fagus	Fagus sylvatica	high	16	15°C	15.38	2	Fagussylvatica2	Fagus sylvatica_2_high_16	81	35	14534	Zürich	83	1	1	0.72	606
Fagus_yes_16_15°C_3	Fagus	Fagus sylvatica	high	16	15°C	15.38	3	Fagussylvatica3	Fagus sylvatica_3_high_16	81	35	14534	Zürich	83	1	1	0.73	606
Fagus_yes_16_15°C_5	Fagus	Fagus sylvatica	high	16	15°C	15.38	5	Fagussylvatica5	Fagus sylvatica_5_high_16	81	35	14534	Zürich	83	1	1	0.92	606
Fagus_yes_8_5°C_4	Fagus	Fagus sylvatica	high	8	5°C	5.62	4	Fagussylvatica4	Fagus sylvatica_4_high_8	141	95	14437	Zürich	83	1	1	0.89	602
Acer_yes_8_15°C_8	Acer	Acer pseudoplatanus	high	8	15°C	14.83	8	Acerpseudoplatanus8	Acer pseudoplatanus_8_high_8	82	36	14427	Zürich	83	1	1	0.33	601
Carpinus_yes_8_20°C_183	Carpinus	Carpinus turczaninowii	high	8	20°C	20.34	183	Carpinusturczaninowii183	Carpinus turczaninowii_183_high_8	66	10	7570	Beijing	109	1	0	#N/A	315
Carpinus_no_8_5°C_2	Carpinus	Carpinus betulus	low	8	5°C	5.63	2	Carpinusbetulus2	Carpinus betulus_2_low_8	96	106	14324	Zürich	27	1	0	0.73	597
Carpinus_no_8_5°C_4	Carpinus	Carpinus betulus	low	8	5°C	5.63	4	Carpinusbetulus4	Carpinus betulus_4_low_8	96	106	14324	Zürich	27	1	0	0.83	597
Carpinus_no_8_5°C_5	Carpinus	Carpinus betulus	low	8	5°C	5.63	5	Carpinusbetulus5	Carpinus betulus_5_low_8	96	106	14324	Zürich	27	1	0	0.78	597
Carpinus_no_8_5°C_8	Carpinus	Carpinus betulus	low	8	5°C	5.63	8	Carpinusbetulus8	Carpinus betulus_8_low_8	96	106	14324	Zürich	27	1	0	0.53	597
Tilia_yes_16_10°C_4	Tilia	Tilia cordata	high	16	10°C	9.98	4	Tiliacordata4	Tilia cordata_4_high_16	99	53	14304	Zürich	83	1	1	1	596
Quercus_yes_16_10°C_7	Quercus	Quercus robur	high	16	10°C	9.98	7	Quercusrobur7	Quercus robur_7_high_16	99	53	14304	Zürich	83	1	1	0.17	596
Fagus_yes_16_10°C_2	Fagus	Fagus sylvatica	high	16	10°C	9.98	2	Fagussylvatica2	Fagus sylvatica_2_high_16	99	53	14304	Zürich	83	1	1	0.67	596
Fagus_yes_16_10°C_6	Fagus	Fagus sylvatica	high	16	10°C	9.98	6	Fagussylvatica6	Fagus sylvatica_6_high_16	99	53	14304	Zürich	83	1	1	0.75	596
Fagus_yes_16_10°C_8	Fagus	Fagus sylvatica	high	16	10°C	9.98	8	Fagussylvatica8	Fagus sylvatica_8_high_16	99	53	14304	Zürich	83	1	1	1	596
Acer_no_8_5°C_222	Acer	Acer truncatum	low	8	5°C	5.6	222	Acertruncatum222	Acer truncatum_222_low_8	106	106	14251	Beijing	53	1	0	#N/A	594
Acer_no_8_5°C_224-2	Acer	Acer truncatum	low	8	5°C	5.6	224-2	Acertruncatum224-2	Acer truncatum_224-2_low_8	106	106	14251	Beijing	53	1	0	#N/A	594
Quercus_no_16_15°C_3	Quercus	Quercus robur	low	16	15°C	15.21	3	Quercusrobur3	Quercus robur_3_low_16	29	39	14234	Zürich	27	1	1	0.32	593
Quercus_yes_8_10°C_7	Quercus	Quercus robur	high	8	10°C	9.87	7	Quercusrobur7	Quercus robur_7_high_8	99	53	14170	Zürich	83	1	1	0.29	590
Quercus_yes_8_10°C_8	Quercus	Quercus robur	high	8	10°C	9.87	8	Quercusrobur8	Quercus robur_8_high_8	99	53	14170	Zürich	83	1	1	0.48	590
Betula_no_8_10°C_7	Betula	Betula pendula	low	8	10°C	9.82	7	Betulapendula7	Betula pendula_7_low_8	50	60	14134	Zürich	27	1	0	0.8	589
Carpinus_no_8_10°C_6	Carpinus	Carpinus betulus	low	8	10°C	9.82	6	Carpinusbetulus6	Carpinus betulus_6_low_8	50	60	14134	Zürich	27	1	0	0.84	589
Tilia_yes_8_15°C_1	Tilia	Tilia cordata	high	8	15°C	14.84	1	Tiliacordata1	Tilia cordata_1_high_8	81	35	14077	Zürich	83	1	0	0.5	587
